soc,name,group,employment,projected,growth,change,exits,transfers,annualChange,openings,education,wage,onet,geography,employment_base_year,projection_year,wage_year,retrieved,source_url
51-5111,Prepress Technicians and Workers,Production,644.0,594.0,-7.76,-50.0,34.0,47.0,-5.0,76.0,Postsecondary non-degree award,58340.0,51-5111.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-5112,Printing Press Operators,Production,2471.0,2524.0,2.14,53.0,108.0,151.0,5.0,264.0,High school diploma or equivalent,55430.0,51-5112.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-5113,Print Binding and Finishing Workers,Production,740.0,702.0,-5.14,-38.0,33.0,41.0,-4.0,70.0,High school diploma or equivalent,46540.0,51-5113.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-6011,Laundry and Dry-Cleaning Workers,Production,3790.0,3985.0,5.15,195.0,322.0,254.0,20.0,596.0,No formal educational credential,38160.0,51-6011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-6021,"Pressers, Textile, Garment, and Related Materials",Production,588.0,496.0,-15.65,-92.0,36.0,28.0,-9.0,55.0,No formal educational credential,37280.0,51-6021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-6031,Sewing Machine Operators,Production,2339.0,2378.0,1.67,39.0,163.0,125.0,4.0,292.0,No formal educational credential,42850.0,51-6031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-6041,Shoe and Leather Workers and Repairers,Production,643.0,663.0,3.11,20.0,30.0,36.0,2.0,68.0,High school diploma or equivalent,47220.0,51-6041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-6051,"Sewers, Hand",Production,140.0,148.0,5.71,8.0,12.0,8.0,1.0,21.0,No formal educational credential,38760.0,51-6051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-6052,"Tailors, Dressmakers, and Custom Sewers",Production,1135.0,1162.0,2.38,27.0,92.0,63.0,3.0,158.0,No formal educational credential,51890.0,51-6052.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Production,164.0,166.0,1.22,2.0,9.0,12.0,0.0,21.0,High school diploma or equivalent,,51-6061.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",Production,195.0,187.0,-4.1,-8.0,11.0,14.0,-1.0,24.0,High school diploma or equivalent,43880.0,51-6062.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and",Production,162.0,165.0,1.85,3.0,9.0,12.0,0.0,21.0,High school diploma or equivalent,45760.0,51-6063.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, ",Production,173.0,175.0,1.16,2.0,10.0,13.0,0.0,23.0,High school diploma or equivalent,41220.0,51-6064.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-6093,Upholsterers,Production,219.0,227.0,3.65,8.0,12.0,10.0,1.0,23.0,High school diploma or equivalent,54170.0,51-6093.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",Production,123.0,125.0,1.63,2.0,9.0,8.0,0.0,17.0,High school diploma or equivalent,47040.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-7011,Cabinetmakers and Bench Carpenters,Production,1620.0,1639.0,1.17,19.0,70.0,88.0,2.0,160.0,High school diploma or equivalent,58350.0,51-7011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-7021,Furniture Finishers,Production,297.0,425.0,43.1,128.0,20.0,17.0,13.0,50.0,High school diploma or equivalent,57200.0,51-7021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except ",Production,1125.0,1117.0,-0.71,-8.0,41.0,76.0,-1.0,116.0,High school diploma or equivalent,46170.0,51-7042.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-8012,Power Distributors and Dispatchers,Production,361.0,373.0,3.32,12.0,13.0,22.0,1.0,36.0,High school diploma or equivalent,118540.0,51-8012.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-8013,Power Plant Operators,Production,1052.0,1007.0,-4.28,-45.0,38.0,61.0,-4.0,95.0,High school diploma or equivalent,99500.0,51-8013.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-8021,Stationary Engineers and Boiler Operators,Production,586.0,608.0,3.75,22.0,26.0,39.0,2.0,67.0,High school diploma or equivalent,82450.0,51-8021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-8031,Water and Wastewater Treatment Plant and System Operators,Production,2521.0,2393.0,-5.08,-128.0,81.0,140.0,-13.0,208.0,High school diploma or equivalent,69900.0,51-8031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-8091,Chemical Plant and System Operators,Production,225.0,217.0,-3.56,-8.0,6.0,15.0,-1.0,20.0,High school diploma or equivalent,85260.0,51-8091.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-8092,Gas Plant Operators,Production,474.0,439.0,-7.38,-35.0,12.0,31.0,-4.0,39.0,High school diploma or equivalent,102210.0,51-8092.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9011,Chemical Equipment Operators and Tenders,Production,2821.0,2909.0,3.12,88.0,89.0,216.0,9.0,314.0,High school diploma or equivalent,57580.0,51-9011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still ",Production,692.0,630.0,-8.96,-62.0,21.0,50.0,-6.0,65.0,High school diploma or equivalent,54470.0,51-9012.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators",Production,718.0,708.0,-1.39,-10.0,23.0,46.0,-1.0,68.0,High school diploma or equivalent,52020.0,51-9021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9022,"Grinding and Polishing Workers, Hand",Production,251.0,202.0,-19.52,-49.0,7.0,15.0,-5.0,17.0,No formal educational credential,45450.0,51-9022.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",Production,457.0,438.0,-4.16,-19.0,15.0,29.0,-2.0,42.0,High school diploma or equivalent,58930.0,51-9023.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9031,"Cutters and Trimmers, Hand",Production,124.0,107.0,-13.71,-17.0,6.0,7.0,-2.0,11.0,No formal educational credential,42310.0,51-9031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Production,832.0,875.0,5.17,43.0,45.0,51.0,4.0,100.0,High school diploma or equivalent,44920.0,51-9032.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters",Production,1185.0,1219.0,2.87,34.0,31.0,75.0,3.0,109.0,High school diploma or equivalent,47900.0,51-9041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Production,132.0,138.0,4.55,6.0,6.0,9.0,1.0,16.0,High school diploma or equivalent,56400.0,51-9051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,10789.0,10919.0,1.2,130.0,505.0,764.0,13.0,1282.0,High school diploma or equivalent,56530.0,51-9061.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9071,Jewelers and Precious Stone and Metal Workers,Production,828.0,832.0,0.48,4.0,54.0,47.0,0.0,101.0,High school diploma or equivalent,54890.0,51-9071.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9081,Dental Laboratory Technicians,Production,295.0,284.0,-3.73,-11.0,15.0,19.0,-1.0,33.0,High school diploma or equivalent,70340.0,51-9081.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9082,Medical Appliance Technicians,Production,329.0,342.0,3.95,13.0,18.0,22.0,1.0,41.0,High school diploma or equivalent,63420.0,51-9082.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9111,Packaging and Filling Machine Operators and Tenders,Production,6011.0,6377.0,6.09,366.0,303.0,389.0,37.0,729.0,High school diploma or equivalent,43100.0,51-9111.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9123,"Painting, Coating, and Decorating Workers",Production,262.0,268.0,2.29,6.0,9.0,16.0,1.0,26.0,No formal educational credential,53030.0,51-9123.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, ",Production,2650.0,2741.0,3.43,91.0,92.0,163.0,9.0,264.0,High school diploma or equivalent,54200.0,51-9124.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9141,Semiconductor Processing Technicians,Production,1315.0,1340.0,1.9,25.0,52.0,90.0,2.0,144.0,High school diploma or equivalent,53450.0,51-9141.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9161,Computer Numerically Controlled Tool Operators,Production,2425.0,2226.0,-8.21,-199.0,66.0,147.0,-20.0,193.0,High school diploma or equivalent,60840.0,51-9161.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9162,Computer Numerically Controlled Tool Programmers,Production,671.0,775.0,15.5,104.0,20.0,46.0,10.0,76.0,Postsecondary non-degree award,80880.0,51-9162.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9191,Adhesive Bonding Machine Operators and Tenders,Production,239.0,252.0,5.44,13.0,11.0,15.0,1.0,27.0,High school diploma or equivalent,41950.0,51-9191.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators an",Production,226.0,234.0,3.54,8.0,9.0,16.0,1.0,26.0,High school diploma or equivalent,44910.0,51-9192.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9194,Etchers and Engravers,Production,501.0,532.0,6.19,31.0,25.0,28.0,3.0,56.0,High school diploma or equivalent,51600.0,51-9194.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",Production,1335.0,1424.0,6.67,89.0,86.0,81.0,9.0,176.0,High school diploma or equivalent,53630.0,51-9195.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",Production,2164.0,2375.0,9.75,211.0,85.0,125.0,21.0,231.0,High school diploma or equivalent,52120.0,51-9196.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9198,Helpers--Production Workers,Production,2148.0,1999.0,-6.94,-149.0,139.0,185.0,-15.0,309.0,High school diploma or equivalent,44300.0,51-9198.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
51-9199,"Production Workers, All Other",Production,3740.0,3677.0,-1.68,-63.0,146.0,250.0,-6.0,390.0,High school diploma or equivalent,48180.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-1041,Aircraft Cargo Handling Supervisors,Transportation,189.0,228.0,20.63,39.0,7.0,13.0,4.0,24.0,High school diploma or equivalent,60990.0,53-1041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-1047,FirstLine Supervisors of Transportation & Material Moving Wo,Transportation,10593.0,11645.0,9.93,1052.0,373.0,685.0,105.0,1163.0,High school diploma or equivalent,70350.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-2012,Commercial Pilots,Transportation,320.0,337.0,5.31,17.0,13.0,24.0,2.0,39.0,Postsecondary non-degree award,,53-2012.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-2031,Flight Attendants,Transportation,3558.0,3921.0,10.2,363.0,241.0,267.0,36.0,544.0,High school diploma or equivalent,68670.0,53-2031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-3031,Driver/Sales Workers,Transportation,5713.0,6122.0,7.16,409.0,260.0,333.0,41.0,634.0,High school diploma or equivalent,48280.0,53-3031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-3032,Heavy and Tractor-Trailer Truck Drivers,Transportation,34602.0,37527.0,8.45,2925.0,1588.0,2030.0,292.0,3910.0,Postsecondary non-degree award,63570.0,53-3032.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-3033,Light Truck Drivers,Transportation,20873.0,23923.0,14.61,3050.0,986.0,1261.0,305.0,2552.0,High school diploma or equivalent,51410.0,53-3033.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-3051,"Bus Drivers, School",Transportation,10075.0,10810.0,7.3,735.0,1162.0,477.0,74.0,1713.0,High school diploma or equivalent,61210.0,53-3051.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-3052,"Bus Drivers, Transit and Intercity",Transportation,4268.0,4664.0,9.28,396.0,356.0,200.0,40.0,596.0,High school diploma or equivalent,70760.0,53-3052.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-3053,Shuttle Drivers and Chauffeurs,Transportation,10592.0,11826.0,11.65,1234.0,1008.0,531.0,123.0,1662.0,No formal educational credential,44420.0,53-3053.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-3054,Taxi Drivers,Transportation,3511.0,4125.0,17.49,614.0,184.0,176.0,61.0,421.0,No formal educational credential,35170.0,,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-4041,Subway and Streetcar Operators,Transportation,990.0,1057.0,6.77,67.0,34.0,61.0,7.0,102.0,High school diploma or equivalent,,53-4041.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-5011,Sailors and Marine Oilers,Transportation,274.0,306.0,11.68,32.0,12.0,21.0,3.0,36.0,No formal educational credential,50550.0,53-5011.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-5021,"Captains, Mates, and Pilots of Water Vessels",Transportation,661.0,727.0,9.98,66.0,32.0,41.0,7.0,80.0,Postsecondary non-degree award,85830.0,53-5021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-6021,Parking Attendants,Transportation,3413.0,3510.0,2.84,97.0,179.0,275.0,10.0,464.0,No formal educational credential,38280.0,53-6021.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
53-6031,Automotive and Watercraft Service Attendants,Transportation,1849.0,1883.0,1.84,34.0,100.0,172.0,3.0,275.0,No formal educational credential,39110.0,53-6031.00,Massachusetts,2024,2034,2025,2026-09-22,https://lmi.dua.eol.mass.gov/lmi/LongTermOccupationProjections/LTOPResultAll?A=01&GA=000025&Cmd=Go&Type=long&Dopt=CSV
